Active ingredients,Dosage Form,Route,Strength,Brand name,Applicant Holder,Approval Date
NAPROXEN SODIUM,CAPSULE,ORAL,EQ 200MG BASE,NAPROXEN SODIUM,CATALENT PHARMA SOLUTIONS LLC,"Jan 4, 2019"
NAPROXEN SODIUM,CAPSULE,ORAL,EQ 200MG BASE,NAPROXEN SODIUM,PATHEON SOFTGELS BV,"Jan 10, 2023"
NAPROXEN SODIUM,CAPSULE,ORAL,EQ 200MG BASE,NAPROXEN SODIUM,PURACAP PHARMACEUTICAL LLC,"Mar 15, 2018"
NAPROXEN SODIUM,TABLET,ORAL,220MG,ALEVE,BAYER HEALTHCARE LLC,"Jan 11, 1994"
NAPROXEN SODIUM,TABLET,ORAL,220MG,NAPROXEN SODIUM,AMNEAL PHARMACEUTICALS NY LLC,"Dec 16, 2008"
NAPROXEN SODIUM,TABLET,ORAL,220MG,NAPROXEN SODIUM,AUROBINDO PHARMA LTD,"Mar 18, 2016"
NAPROXEN SODIUM,TABLET,ORAL,220MG,NAPROXEN SODIUM,CONTRACT PHARMACAL CORP,"Jan 13, 1997"
NAPROXEN SODIUM,TABLET,ORAL,220MG,NAPROXEN SODIUM,DR REDDYS LABORATORIES INC,"Jul 28, 1998"
NAPROXEN SODIUM,TABLET,ORAL,220MG,NAPROXEN SODIUM,GRANULES INDIA LTD,"Sep 20, 2011"
NAPROXEN SODIUM,TABLET,ORAL,220MG,NAPROXEN SODIUM,HETERO LABS LTD UNIT V,"Oct 28, 2022"
NAPROXEN SODIUM,TABLET,ORAL,220MG,NAPROXEN SODIUM,L PERRIGO CO,"Jan 13, 1997"
NAPROXEN SODIUM,TABLET,ORAL,220MG,NAPROXEN SODIUM,LNK INTERNATIONAL INC,"Jan 23, 2017"
NAPROXEN SODIUM,TABLET,ORAL,220MG,NAPROXEN SODIUM,MARKSANS PHARMA LTD,"Mar 16, 2011"
NAPROXEN SODIUM,TABLET,ORAL,220MG,NAPROXEN SODIUM,YICHANG HUMANWELL PHARMACEUTICAL CO LTD,"Aug 30, 2019"
NAPROXEN SODIUM; PSEUDOEPHEDRINE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,220MG; 120MG,NAPROXEN SODIUM AND PSEUDOEPHEDRINE HYDROCHLORIDE,AUROBINDO PHARMA LTD,"Jun 1, 2022"
NAPROXEN SODIUM; PSEUDOEPHEDRINE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,220MG; 120MG,NAPROXEN SODIUM AND PSEUDOEPHEDRINE HYDROCHLORIDE,DR REDDYS LABORATORIES INC,"Sep 27, 2006"
NAPROXEN SODIUM; PSEUDOEPHEDRINE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,220MG; 120MG,NAPROXEN SODIUM AND PSEUDOEPHEDRINE HYDROCHLORIDE,L PERRIGO CO,"Mar 17, 2004"
DIPHENHYDRAMINE HYDROCHLORIDE; NAPROXEN SODIUM,TABLET,ORAL,25MG; 220MG,NAPROXEN SODIUM AND DIPHENHYDRAMINE HYDROCHLORIDE,P AND L DEVELOPMENT LLC,"Jan 25, 2019"
ESOMEPRAZOLE MAGNESIUM; NAPROXEN,"TABLET, DELAYED RELEASE",ORAL,EQ 20MG BASE; 375MG,NAPROXEN AND ESOMEPRAZOLE MAGNESIUM,ACTAVIS LABORATORIES FL INC,"Aug 24, 2022"
ESOMEPRAZOLE MAGNESIUM; NAPROXEN,"TABLET, DELAYED RELEASE",ORAL,EQ 20MG BASE; 375MG,NAPROXEN AND ESOMEPRAZOLE MAGNESIUM,PHARMOBEDIENT CONSULTING LLC,"Jul 20, 2021"
ESOMEPRAZOLE MAGNESIUM; NAPROXEN,"TABLET, DELAYED RELEASE",ORAL,EQ 20MG BASE; 500MG,NAPROXEN AND ESOMEPRAZOLE MAGNESIUM,ACTAVIS LABORATORIES FL INC,"Aug 24, 2022"
ESOMEPRAZOLE MAGNESIUM; NAPROXEN,"TABLET, DELAYED RELEASE",ORAL,EQ 20MG BASE; 500MG,NAPROXEN AND ESOMEPRAZOLE MAGNESIUM,PHARMOBEDIENT CONSULTING LLC,"Jul 20, 2021"
ESOMEPRAZOLE MAGNESIUM; NAPROXEN,"TABLET, DELAYED RELEASE",ORAL,EQ 20MG BASE; 375MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,VIMOVO,HORIZON MEDICINES LLC,"Apr 30, 2010"
ESOMEPRAZOLE MAGNESIUM; NAPROXEN,"TABLET, DELAYED RELEASE",ORAL,EQ 20MG BASE; 500MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,VIMOVO,HORIZON MEDICINES LLC,"Apr 30, 2010"
LANSOPRAZOLE; NAPROXEN,"CAPSULE, DELAYED REL PELLETS, TABLET",ORAL,"15MG,N/A; N/A,250MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**",PREVACID NAPRAPAC 250 (COPACKAGED),TAKEDA PHARMACEUTICALS NORTH AMERICA INC,"Nov 14, 2003"
LANSOPRAZOLE; NAPROXEN,"CAPSULE, DELAYED REL PELLETS, TABLET",ORAL,"15MG,N/A; N/A,375MG",PREVACID NAPRAPAC 375 (COPACKAGED),TAKEDA PHARMACEUTICALS NORTH AMERICA INC,"Nov 14, 2003"
LANSOPRAZOLE; NAPROXEN,"CAPSULE, DELAYED REL PELLETS, TABLET",ORAL,"15MG,N/A; N/A,500MG",PREVACID NAPRAPAC 500 (COPACKAGED),TAKEDA PHARMACEUTICALS NORTH AMERICA INC,"Nov 14, 2003"
NAPROXEN,TABLET,ORAL,250MG,NAPROSYN,ATNAHS PHARMA US LTD,"Approved Prior to Jan 1, 1982"
NAPROXEN,TABLET,ORAL,375MG,NAPROSYN,ATNAHS PHARMA US LTD,"Approved Prior to Jan 1, 1982"
NAPROXEN,TABLET,ORAL,250MG,NAPROXEN,CHARTWELL MOLECULES LLC,"Apr 28, 1995"
NAPROXEN,TABLET,ORAL,250MG,NAPROXEN,DAVA PHARMACEUTICALS INC,"Dec 21, 1993"
NAPROXEN,TABLET,ORAL,250MG,NAPROXEN,HAMILTON PHARMACEUTICALS LTD,"Oct 30, 1992"
NAPROXEN,TABLET,ORAL,250MG,NAPROXEN,HIKMA INTERNATIONAL PHARMACEUTICALS LLC,"Jan 14, 2004"
NAPROXEN,TABLET,ORAL,250MG,NAPROXEN,INVAGEN PHARMACEUTICALS INC,"Aug 24, 2011"
NAPROXEN,TABLET,ORAL,250MG,NAPROXEN,IVAX PHARMACEUTICALS INC SUB TEVA PHARMACEUTICALS USA,"Feb 28, 1995"
NAPROXEN,TABLET,ORAL,250MG,NAPROXEN,L PERRIGO CO,"Apr 27, 2005"
NAPROXEN,TABLET,ORAL,250MG,NAPROXEN,PHARMOBEDIENT CONSULTING LLC,"Dec 21, 1993"
NAPROXEN,TABLET,ORAL,250MG,NAPROXEN,PLIVA INC,"Jun 27, 1996"
NAPROXEN,TABLET,ORAL,250MG,NAPROXEN,PUREPAC PHARMACEUTICAL CO,"Dec 21, 1993"
NAPROXEN,TABLET,ORAL,250MG,NAPROXEN,ROXANE LABORATORIES INC,"Feb 28, 1994"
NAPROXEN,TABLET,ORAL,250MG,NAPROXEN,TEVA PHARMACEUTICALS USA,"Dec 21, 1993"
NAPROXEN,TABLET,ORAL,250MG,NAPROXEN,TEVA PHARMACEUTICALS USA INC,"Dec 21, 1993"
NAPROXEN,TABLET,ORAL,250MG,NAPROXEN,TEVA PHARMACEUTICALS USA INC,"Apr 11, 1996"
NAPROXEN,TABLET,ORAL,250MG,NAPROXEN,WATSON LABORATORIES INC,"May 31, 1995"
NAPROXEN,TABLET,ORAL,250MG,NAPROXEN,WATSON LABORATORIES INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,"Feb 10, 1995"
NAPROXEN,TABLET,ORAL,375MG,NAPROXEN,CHARTWELL MOLECULES LLC,"Apr 28, 1995"
NAPROXEN,TABLET,ORAL,375MG,NAPROXEN,DAVA PHARMACEUTICALS INC,"Dec 21, 1993"
NAPROXEN,TABLET,ORAL,375MG,NAPROXEN,HAMILTON PHARMACEUTICALS LTD,"Oct 30, 1992"
NAPROXEN,TABLET,ORAL,375MG,NAPROXEN,HIKMA INTERNATIONAL PHARMACEUTICALS LLC,"Jan 14, 2004"
NAPROXEN,TABLET,ORAL,375MG,NAPROXEN,INVAGEN PHARMACEUTICALS INC,"Aug 24, 2011"
NAPROXEN,TABLET,ORAL,375MG,NAPROXEN,IVAX PHARMACEUTICALS INC SUB TEVA PHARMACEUTICALS USA,"Feb 28, 1995"
NAPROXEN,TABLET,ORAL,375MG,NAPROXEN,L PERRIGO CO,"Apr 27, 2005"
NAPROXEN,TABLET,ORAL,375MG,NAPROXEN,PHARMOBEDIENT CONSULTING LLC,"Dec 21, 1993"
NAPROXEN,TABLET,ORAL,375MG,NAPROXEN,PLIVA INC,"Jun 27, 1996"
NAPROXEN,TABLET,ORAL,375MG,NAPROXEN,PUREPAC PHARMACEUTICAL CO,"Dec 21, 1993"
NAPROXEN,TABLET,ORAL,375MG,NAPROXEN,ROXANE LABORATORIES INC,"Feb 28, 1994"
NAPROXEN,TABLET,ORAL,375MG,NAPROXEN,TEVA PHARMACEUTICALS USA,"Dec 21, 1993"
NAPROXEN,TABLET,ORAL,375MG,NAPROXEN,TEVA PHARMACEUTICALS USA INC,"Dec 21, 1993"
NAPROXEN,TABLET,ORAL,375MG,NAPROXEN,TEVA PHARMACEUTICALS USA INC,"Apr 11, 1996"
NAPROXEN,TABLET,ORAL,375MG,NAPROXEN,WATSON LABORATORIES INC,"May 31, 1995"
NAPROXEN,TABLET,ORAL,375MG,NAPROXEN,WATSON LABORATORIES INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,"Feb 10, 1995"
NAPROXEN,TABLET,ORAL,500MG,NAPROXEN,CHARTWELL MOLECULES LLC,"Apr 28, 1995"
NAPROXEN,TABLET,ORAL,500MG,NAPROXEN,DAVA PHARMACEUTICALS INC,"Dec 21, 1993"
NAPROXEN,TABLET,ORAL,500MG,NAPROXEN,HAMILTON PHARMACEUTICALS LTD,"Oct 30, 1992"
NAPROXEN,TABLET,ORAL,500MG,NAPROXEN,HIKMA INTERNATIONAL PHARMACEUTICALS LLC,"Jan 14, 2004"
NAPROXEN,TABLET,ORAL,500MG,NAPROXEN,INVAGEN PHARMACEUTICALS INC,"Aug 24, 2011"
NAPROXEN,TABLET,ORAL,500MG,NAPROXEN,IVAX PHARMACEUTICALS INC SUB TEVA PHARMACEUTICALS USA,"Feb 28, 1995"
NAPROXEN,TABLET,ORAL,500MG,NAPROXEN,L PERRIGO CO,"Apr 27, 2005"
NAPROXEN,TABLET,ORAL,500MG,NAPROXEN,PHARMOBEDIENT CONSULTING LLC,"Dec 21, 1993"
NAPROXEN,TABLET,ORAL,500MG,NAPROXEN,PLIVA INC,"Jun 27, 1996"
NAPROXEN,TABLET,ORAL,500MG,NAPROXEN,PUREPAC PHARMACEUTICAL CO,"Dec 21, 1993"
NAPROXEN,TABLET,ORAL,500MG,NAPROXEN,ROXANE LABORATORIES INC,"Feb 28, 1994"
NAPROXEN,TABLET,ORAL,500MG,NAPROXEN,TEVA PHARMACEUTICALS USA,"Dec 21, 1993"
NAPROXEN,TABLET,ORAL,500MG,NAPROXEN,TEVA PHARMACEUTICALS USA INC,"Dec 21, 1993"
NAPROXEN,TABLET,ORAL,500MG,NAPROXEN,TEVA PHARMACEUTICALS USA INC,"Apr 11, 1996"
NAPROXEN,TABLET,ORAL,500MG,NAPROXEN,WATSON LABORATORIES INC,"May 31, 1995"
NAPROXEN,TABLET,ORAL,500MG,NAPROXEN,WATSON LABORATORIES INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,"Feb 10, 1995"
NAPROXEN,"TABLET, DELAYED RELEASE",ORAL,375MG,NAPROXEN,ACTAVIS ELIZABETH LLC,"Feb 24, 1998"
NAPROXEN,"TABLET, DELAYED RELEASE",ORAL,375MG,NAPROXEN,FOSUN PHARMA USA INC,"Feb 18, 1998"
NAPROXEN,"TABLET, DELAYED RELEASE",ORAL,375MG,NAPROXEN,PLIVA INC,"May 26, 1999"
NAPROXEN,"TABLET, DELAYED RELEASE",ORAL,500MG,NAPROXEN,ACTAVIS ELIZABETH LLC,"Feb 24, 1998"
NAPROXEN,"TABLET, DELAYED RELEASE",ORAL,500MG,NAPROXEN,FOSUN PHARMA USA INC,"Feb 18, 1998"
NAPROXEN,"TABLET, DELAYED RELEASE",ORAL,500MG,NAPROXEN,PLIVA INC,"May 26, 1999"
NAPROXEN SODIUM,CAPSULE,ORAL,EQ 200MG BASE,NAPROXEN SODIUM,ONESOURCE SPECIALTY PTE LTD,"Aug 17, 2022"
NAPROXEN SODIUM,TABLET,ORAL,EQ 250MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,ANAPROX,ATNAHS PHARMA US LTD,"Approved Prior to Jan 1, 1982"
NAPROXEN SODIUM,TABLET,ORAL,220MG,NAPROXEN SODIUM,CONTRACT PHARMACAL CORP,"Feb 27, 1997"
NAPROXEN SODIUM,TABLET,ORAL,220MG,NAPROXEN SODIUM,NOVELGENIX THERAPEUTICS PVT LTD,"Nov 16, 2018"
NAPROXEN SODIUM,TABLET,ORAL,220MG,NAPROXEN SODIUM,PLD ACQUISITIONS LLC,"Jan 13, 1997"
NAPROXEN SODIUM,TABLET,ORAL,220MG,NAPROXEN SODIUM,SUN PHARMACEUTICAL INDUSTRIES LTD,"May 20, 2011"
NAPROXEN SODIUM,TABLET,ORAL,EQ 250MG BASE,NAPROXEN SODIUM,ABLE LABORATORIES INC,"Aug 22, 2003"
NAPROXEN SODIUM,TABLET,ORAL,EQ 250MG BASE,NAPROXEN SODIUM,AMNEAL PHARMACEUTICALS NY LLC,"Apr 25, 2007"
NAPROXEN SODIUM,TABLET,ORAL,EQ 250MG BASE,NAPROXEN SODIUM,HAMILTON PHARMACEUTICALS LTD,"Aug 31, 1993"
NAPROXEN SODIUM,TABLET,ORAL,EQ 250MG BASE,NAPROXEN SODIUM,HIKMA PHARMACEUTICALS,"Feb 18, 1998"
NAPROXEN SODIUM,TABLET,ORAL,EQ 250MG BASE,NAPROXEN SODIUM,IVAX PHARMACEUTICALS INC SUB TEVA PHARMACEUTICALS USA,"Mar 14, 1995"
NAPROXEN SODIUM,TABLET,ORAL,EQ 250MG BASE,NAPROXEN SODIUM,PHARMOBEDIENT CONSULTING LLC,"Aug 31, 1994"
NAPROXEN SODIUM,TABLET,ORAL,EQ 250MG BASE,NAPROXEN SODIUM,PLIVA INC,"Jun 20, 1996"
NAPROXEN SODIUM,TABLET,ORAL,EQ 250MG BASE,NAPROXEN SODIUM,PUREPAC PHARMACEUTICAL CO,"Mar 20, 1995"
NAPROXEN SODIUM,TABLET,ORAL,EQ 250MG BASE,NAPROXEN SODIUM,ROXANE LABORATORIES INC,"Dec 21, 1993"
NAPROXEN SODIUM,TABLET,ORAL,EQ 250MG BASE,NAPROXEN SODIUM,SANDOZ INC,"Dec 21, 1993"
NAPROXEN SODIUM,TABLET,ORAL,EQ 250MG BASE,NAPROXEN SODIUM,SANDOZ INC,"Dec 5, 1994"
NAPROXEN SODIUM,TABLET,ORAL,EQ 250MG BASE,NAPROXEN SODIUM,TEVA PHARMACEUTICALS USA,"Jan 27, 1994"
NAPROXEN SODIUM,TABLET,ORAL,EQ 250MG BASE,NAPROXEN SODIUM,TEVA PHARMACEUTICALS USA INC,"Dec 21, 1993"
NAPROXEN SODIUM,TABLET,ORAL,EQ 250MG BASE,NAPROXEN SODIUM,TEVA PHARMACEUTICALS USA INC,"Dec 21, 1993"
NAPROXEN SODIUM,TABLET,ORAL,EQ 250MG BASE,NAPROXEN SODIUM,WATSON LABORATORIES INC,"Dec 21, 1993"
NAPROXEN SODIUM,TABLET,ORAL,EQ 250MG BASE,NAPROXEN SODIUM,WATSON LABORATORIES INC,"May 31, 1995"
NAPROXEN SODIUM,TABLET,ORAL,EQ 500MG BASE,NAPROXEN SODIUM,ABLE LABORATORIES INC,"Aug 22, 2003"
NAPROXEN SODIUM,TABLET,ORAL,EQ 500MG BASE,NAPROXEN SODIUM,AMNEAL PHARMACEUTICALS NY LLC,"Apr 25, 2007"
NAPROXEN SODIUM,TABLET,ORAL,EQ 500MG BASE,NAPROXEN SODIUM,HAMILTON PHARMACEUTICALS LTD,"Aug 31, 1993"
NAPROXEN SODIUM,TABLET,ORAL,EQ 500MG BASE,NAPROXEN SODIUM,HIKMA PHARMACEUTICALS,"May 14, 1996"
NAPROXEN SODIUM,TABLET,ORAL,EQ 500MG BASE,NAPROXEN SODIUM,IVAX PHARMACEUTICALS INC SUB TEVA PHARMACEUTICALS USA,"Mar 14, 1995"
NAPROXEN SODIUM,TABLET,ORAL,EQ 500MG BASE,NAPROXEN SODIUM,PHARMOBEDIENT CONSULTING LLC,"Aug 31, 1994"
NAPROXEN SODIUM,TABLET,ORAL,EQ 500MG BASE,NAPROXEN SODIUM,PLIVA INC,"Jun 20, 1996"
NAPROXEN SODIUM,TABLET,ORAL,EQ 500MG BASE,NAPROXEN SODIUM,PUREPAC PHARMACEUTICAL CO,"Mar 20, 1995"
NAPROXEN SODIUM,TABLET,ORAL,EQ 500MG BASE,NAPROXEN SODIUM,ROXANE LABORATORIES INC,"Dec 21, 1993"
NAPROXEN SODIUM,TABLET,ORAL,EQ 500MG BASE,NAPROXEN SODIUM,SANDOZ INC,"Dec 21, 1993"
NAPROXEN SODIUM,TABLET,ORAL,EQ 500MG BASE,NAPROXEN SODIUM,SANDOZ INC,"Dec 5, 1994"
NAPROXEN SODIUM,TABLET,ORAL,EQ 500MG BASE,NAPROXEN SODIUM,TEVA PHARMACEUTICALS USA,"Jan 27, 1994"
NAPROXEN SODIUM,TABLET,ORAL,EQ 500MG BASE,NAPROXEN SODIUM,TEVA PHARMACEUTICALS USA INC,"Dec 21, 1993"
NAPROXEN SODIUM,TABLET,ORAL,EQ 500MG BASE,NAPROXEN SODIUM,TEVA PHARMACEUTICALS USA INC,"Dec 21, 1993"
NAPROXEN SODIUM,TABLET,ORAL,EQ 500MG BASE,NAPROXEN SODIUM,WATSON LABORATORIES INC,"Dec 21, 1993"
NAPROXEN SODIUM,TABLET,ORAL,EQ 500MG BASE,NAPROXEN SODIUM,WATSON LABORATORIES INC,"May 31, 1995"
NAPROXEN SODIUM; PSEUDOEPHEDRINE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,220MG; 120MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,ALEVE-D SINUS & COLD,BAYER HEALTHCARE LLC,"Nov 29, 1999"
NAPROXEN SODIUM; SUMATRIPTAN SUCCINATE,TABLET,ORAL,60MG; EQ 10MG BASE,TREXIMET,CURRAX PHARMACEUTICALS LLC,"May 14, 2015"
ACETAMINOPHEN; IBUPROFEN,TABLET,ORAL,325MG; 97.5MG,COMBOGESIC,AFT PHARMACEUTICALS US INC,"Mar 1, 2023"
ACETAMINOPHEN; IBUPROFEN SODIUM,SOLUTION,INTRAVENOUS,1GM/100ML (10MG/ML); EQ 300MG BASE/100ML (EQ 3MG BASE/ML),COMBOGESIC IV,HIKMA PHARMACEUTICALS USA INC,"Oct 17, 2023"
FAMOTIDINE; IBUPROFEN,TABLET,ORAL,26.6MG; 800MG,IBUPROFEN AND FAMOTIDINE,ALKEM LABORATORIES LTD,"Aug 3, 2021"
FAMOTIDINE; IBUPROFEN,TABLET,ORAL,26.6MG; 800MG,IBUPROFEN AND FAMOTIDINE,ASCENT PHARMACEUTICALS INC,"Mar 15, 2023"
FAMOTIDINE; IBUPROFEN,TABLET,ORAL,26.6MG; 800MG,IBUPROFEN AND FAMOTIDINE,PH HEALTH LTD,"Mar 22, 2024"
FAMOTIDINE; IBUPROFEN,TABLET,ORAL,26.6MG; 800MG,IBUPROFEN AND FAMOTIDINE,ZYDUS LIFESCIENCES LTD,"Feb 20, 2025"
HYDROCODONE BITARTRATE; IBUPROFEN,TABLET,ORAL,5MG; 200MG,HYDROCODONE BITARTRATE AND IBUPROFEN,AMNEAL PHARMACEUTICALS NY LLC,"Mar 18, 2004"
HYDROCODONE BITARTRATE; IBUPROFEN,TABLET,ORAL,7.5MG; 200MG,HYDROCODONE BITARTRATE AND IBUPROFEN,ACTAVIS LABORATORIES FL INC,"Dec 31, 2003"
HYDROCODONE BITARTRATE; IBUPROFEN,TABLET,ORAL,7.5MG; 200MG,HYDROCODONE BITARTRATE AND IBUPROFEN,AMNEAL PHARMACEUTICALS NY LLC,"Oct 12, 2004"
HYDROCODONE BITARTRATE; IBUPROFEN,TABLET,ORAL,7.5MG; 200MG,HYDROCODONE BITARTRATE AND IBUPROFEN,AUROLIFE PHARMA LLC,"Jun 2, 2016"
IBUPROFEN,SOLUTION,INTRAVENOUS,800MG/8ML (100MG/ML),CALDOLOR,CUMBERLAND PHARMACEUTICALS INC,"Jun 11, 2009"
IBUPROFEN,SOLUTION,INTRAVENOUS,800MG/200ML (4MG/ML),CALDOLOR,CUMBERLAND PHARMACEUTICALS INC,"Jan 25, 2019"
IBUPROFEN,SUSPENSION,ORAL,100MG/5ML,IBUPROFEN,ACTAVIS MID ATLANTIC LLC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,"Mar 25, 1998"
IBUPROFEN,SUSPENSION,ORAL,100MG/5ML,IBUPROFEN,AUROBINDO PHARMA LTD,"Feb 16, 2018"
IBUPROFEN,SUSPENSION,ORAL,100MG/5ML,IBUPROFEN,PADAGIS US LLC,"Sep 23, 2004"
IBUPROFEN,SUSPENSION,ORAL,100MG/5ML,IBUPROFEN,STRIDES PHARMA GLOBAL PTE LTD,"May 27, 2022"
IBUPROFEN,SUSPENSION,ORAL,100MG/5ML,IBUPROFEN,SUN PHARMA CANADA INC,"Jun 23, 2017"
IBUPROFEN,TABLET,ORAL,300MG,IBUPROFEN,SHANDONG XINHUA PHARMACEUTICAL CO LTD,"Jul 5, 2024"
IBUPROFEN,TABLET,ORAL,400MG,IBUPROFEN,ALKEM LABORATORIES LTD,"Sep 13, 2021"
IBUPROFEN,TABLET,ORAL,400MG,IBUPROFEN,AMNEAL PHARMACEUTICALS NY LLC,"Nov 25, 1986"
IBUPROFEN,TABLET,ORAL,400MG,IBUPROFEN,AMNEAL PHARMACEUTICALS NY LLC,"Jun 18, 2007"
IBUPROFEN,TABLET,ORAL,400MG,IBUPROFEN,AUROBINDO PHARMA LTD,"May 8, 2020"
IBUPROFEN,TABLET,ORAL,400MG,IBUPROFEN,CONTRACT PHARMACAL CORP,"Oct 15, 1986"
IBUPROFEN,TABLET,ORAL,400MG,IBUPROFEN,DR REDDYS LABORATORIES INC,"Nov 14, 2001"
IBUPROFEN,TABLET,ORAL,400MG,IBUPROFEN,DR REDDYS LABORATORIES INC,"Oct 31, 2001"
IBUPROFEN,TABLET,ORAL,400MG,IBUPROFEN,GRANULES INDIA LTD,"Sep 15, 2015"
IBUPROFEN,TABLET,ORAL,400MG,IBUPROFEN,MARKSANS PHARMA LTD,"Dec 21, 2010"
IBUPROFEN,TABLET,ORAL,400MG,IBUPROFEN,SHANDONG XINHUA PHARMACEUTICAL CO LTD,"Nov 23, 2016"
IBUPROFEN,TABLET,ORAL,400MG,IBUPROFEN,STRIDES PHARMA GLOBAL PTE LTD,"Feb 5, 2009"
IBUPROFEN,TABLET,ORAL,400MG,IBUPROFEN,YICHANG HUMANWELL PHARMACEUTICAL CO LTD,"Mar 30, 2022"
IBUPROFEN,TABLET,ORAL,600MG,IBUPROFEN,ALKEM LABORATORIES LTD,"Sep 13, 2021"
IBUPROFEN,TABLET,ORAL,600MG,IBUPROFEN,AMNEAL PHARMACEUTICALS NY LLC,"Nov 25, 1986"
IBUPROFEN,TABLET,ORAL,600MG,IBUPROFEN,AMNEAL PHARMACEUTICALS NY LLC,"Jun 18, 2007"
IBUPROFEN,TABLET,ORAL,600MG,IBUPROFEN,AUROBINDO PHARMA LTD,"May 8, 2020"
IBUPROFEN,TABLET,ORAL,600MG,IBUPROFEN,CONTRACT PHARMACAL CORP,"Oct 15, 1986"
IBUPROFEN,TABLET,ORAL,600MG,IBUPROFEN,DR REDDYS LABORATORIES INC,"Nov 14, 2001"
IBUPROFEN,TABLET,ORAL,600MG,IBUPROFEN,DR REDDYS LABORATORIES INC,"Oct 31, 2001"
IBUPROFEN,TABLET,ORAL,600MG,IBUPROFEN,GRANULES INDIA LTD,"Sep 15, 2015"
IBUPROFEN,TABLET,ORAL,600MG,IBUPROFEN,MARKSANS PHARMA LTD,"Dec 21, 2010"
IBUPROFEN,TABLET,ORAL,600MG,IBUPROFEN,SHANDONG XINHUA PHARMACEUTICAL CO LTD,"Nov 23, 2016"
IBUPROFEN,TABLET,ORAL,600MG,IBUPROFEN,STRIDES PHARMA GLOBAL PTE LTD,"Feb 5, 2009"
IBUPROFEN,TABLET,ORAL,600MG,IBUPROFEN,YICHANG HUMANWELL PHARMACEUTICAL CO LTD,"Mar 30, 2022"
IBUPROFEN,TABLET,ORAL,800MG,IBUPROFEN,ALKEM LABORATORIES LTD,"Sep 13, 2021"
IBUPROFEN,TABLET,ORAL,800MG,IBUPROFEN,AMNEAL PHARMACEUTICALS NY LLC,"Oct 13, 1987"
IBUPROFEN,TABLET,ORAL,800MG,IBUPROFEN,AMNEAL PHARMACEUTICALS NY LLC,"Jun 18, 2007"
IBUPROFEN,TABLET,ORAL,800MG,IBUPROFEN,AUROBINDO PHARMA LTD,"May 8, 2020"
IBUPROFEN,TABLET,ORAL,800MG,IBUPROFEN,CONTRACT PHARMACAL CORP,"Jul 1, 1988"
IBUPROFEN,TABLET,ORAL,800MG,IBUPROFEN,DR REDDYS LABORATORIES INC,"Nov 14, 2001"
IBUPROFEN,TABLET,ORAL,800MG,IBUPROFEN,DR REDDYS LABORATORIES INC,"Oct 31, 2001"
IBUPROFEN,TABLET,ORAL,800MG,IBUPROFEN,GRANULES INDIA LTD,"Sep 15, 2015"
IBUPROFEN,TABLET,ORAL,800MG,IBUPROFEN,MARKSANS PHARMA LTD,"Dec 21, 2010"
IBUPROFEN,TABLET,ORAL,800MG,IBUPROFEN,SHANDONG XINHUA PHARMACEUTICAL CO LTD,"Nov 23, 2016"
IBUPROFEN,TABLET,ORAL,800MG,IBUPROFEN,STRIDES PHARMA GLOBAL PTE LTD,"Feb 5, 2009"
IBUPROFEN,TABLET,ORAL,800MG,IBUPROFEN,YICHANG HUMANWELL PHARMACEUTICAL CO LTD,"Mar 30, 2022"
IBUPROFEN LYSINE,INJECTABLE,INTRAVENOUS,EQ 20MG BASE/2ML (EQ 10MG BASE/ML),IBUPROFEN LYSINE,XGEN PHARMACEUTICALS DJB INC,"Mar 30, 2016"
IBUPROFEN LYSINE,INJECTABLE,INTRAVENOUS,EQ 20MG BASE/2ML (EQ 10MG BASE/ML),NEOPROFEN,RECORDATI RARE DISEASES INC,"Apr 13, 2006"
ACETAMINOPHEN; IBUPROFEN,TABLET,ORAL,250MG; 125MG,ACETAMINOPHEN AND IBUPROFEN,AUROBINDO PHARMA LTD,"Mar 26, 2024"
ACETAMINOPHEN; IBUPROFEN,TABLET,ORAL,250MG; 125MG,ACETAMINOPHEN AND IBUPROFEN,BIONPHARMA INC,"Aug 1, 2023"
ACETAMINOPHEN; IBUPROFEN,TABLET,ORAL,250MG; 125MG,ACETAMINOPHEN AND IBUPROFEN,DR REDDYS LABORATORIES LTD,"Aug 23, 2024"
ACETAMINOPHEN; IBUPROFEN,TABLET,ORAL,250MG; 125MG,ACETAMINOPHEN AND IBUPROFEN,GLENMARK PHARMACEUTICALS LTD,"Apr 26, 2024"
